,order_id,order_date,customer_id,segment,category,sub_category,sales,quantity,profit
2387,CA-2015-145065,12/12/2015,DK-13375,Consumer,Office Supplies,Fasteners,7.86,2,1554534.0
2388,CA-2015-145065,12/12/2015,DK-13375,Consumer,Office Supplies,Binders,24448.0,2,2456105.0
2389,US-2015-127040,12/06/2015,SG-20605,Consumer,Office Supplies,Paper,6.48,1,-290672.0
2390,US-2015-127040,12/06/2015,SG-20605,Consumer,Office Supplies,Paper,41.86,7,205114.0
2391,US-2015-127040,12/06/2015,SG-20605,Consumer,Technology,Accessories,1619.91,9,971946.0
2392,US-2015-127040,12/06/2015,SG-20605,Consumer,Furniture,Furnishings,113.92,4,421504.0
2393,CA-2016-128111,3/17/2016,CS-12355,Consumer,Office Supplies,Art,39.68,2,463403.0
2394,CA-2015-137897,11/14/2015,PJ-18835,Corporate,Technology,Accessories,37.6,2,2256.0
2395,CA-2015-137897,11/14/2015,PJ-18835,Corporate,Technology,Accessories,59.9,2,23.96
2396,CA-2015-137897,11/14/2015,PJ-18835,Corporate,Office Supplies,Paper,37.0,5,16.65
2397,CA-2017-169264,8/14/2017,NP-18700,Consumer,Office Supplies,Labels,5.76,2,2309826.0
2398,CA-2017-169264,8/14/2017,NP-18700,Consumer,Office Supplies,Art,16.68,6,536269.0
2399,CA-2017-147361,09/09/2017,SB-20290,Corporate,Office Supplies,Storage,628.81,7,1410903.0
2400,CA-2017-147361,09/09/2017,SB-20290,Corporate,Office Supplies,Storage,56.45,5,14677.0
2401,CA-2017-145877,04/01/2017,AS-10090,Consumer,Office Supplies,Storage,94.2,6,23.55
2402,CA-2017-145877,04/01/2017,AS-10090,Consumer,Office Supplies,Envelopes,44314.0,5,13348.0
2403,US-2016-110170,9/27/2016,HM-14860,Corporate,Furniture,Bookcases,9566648.0,7,-2250976.0
2404,CA-2017-108574,10/07/2017,MG-18145,Consumer,Technology,Accessories,1115.91,9,2008638.0
2405,CA-2017-108574,10/07/2017,MG-18145,Consumer,Technology,Phones,128744.0,7,-289674.0
2406,CA-2017-108574,10/07/2017,MG-18145,Consumer,Technology,Phones,79.92,10,26973.0
2407,CA-2017-144589,1/20/2017,TM-21010,Consumer,Office Supplies,Art,44251.0,5,7986.0
2408,CA-2017-144589,1/20/2017,TM-21010,Consumer,Technology,Phones,359976.0,3,1304913.0
2409,CA-2017-155985,3/23/2017,BE-11335,Home Office,Furniture,Furnishings,211.84,8,762624.0
2410,CA-2014-162684,08/01/2014,AS-10630,Home Office,Office Supplies,Fasteners,5.68,2,1917.0
2411,CA-2015-142041,06/07/2015,EM-13810,Corporate,Office Supplies,Binders,7.52,5,2632.0
2412,CA-2014-151295,11/12/2014,JA-15970,Consumer,Office Supplies,Paper,11.96,2,2448708.0
2413,CA-2014-151295,11/12/2014,JA-15970,Consumer,Furniture,Tables,629064.0,3,314532.0
2414,CA-2016-156300,12/29/2016,TB-21595,Consumer,Furniture,Chairs,754.45,5,60356.0
2415,CA-2015-146087,07/06/2015,PP-18955,Home Office,Furniture,Bookcases,301.96,2,60392.0
2416,CA-2017-168655,10/12/2017,ML-18040,Corporate,Technology,Accessories,595.0,5,95.2
2417,CA-2017-168655,10/12/2017,ML-18040,Corporate,Office Supplies,Binders,79872.0,3,29952.0
2418,CA-2016-107202,5/21/2016,LC-16930,Corporate,Technology,Machines,181253.0,10,179.73
2419,CA-2017-159597,11/09/2017,MC-17590,Corporate,Office Supplies,Storage,63.56,2,3178.0
2420,CA-2017-159597,11/09/2017,MC-17590,Corporate,Technology,Accessories,99.99,1,439956.0
2421,CA-2016-155551,4/18/2016,CR-12580,Home Office,Office Supplies,Storage,230376.0,3,-489549.0
2422,CA-2016-155551,4/18/2016,CR-12580,Home Office,Office Supplies,Paper,9664.0,2,261575.0
2423,US-2017-147669,12/25/2017,SV-20935,Consumer,Technology,Accessories,158928.0,7,417186.0
2424,US-2017-147669,12/25/2017,SV-20935,Consumer,Office Supplies,Binders,13023.0,1,-104184.0
2425,US-2017-147669,12/25/2017,SV-20935,Consumer,Furniture,Tables,273.06,2,-104673.0
2426,US-2017-147669,12/25/2017,SV-20935,Consumer,Office Supplies,Fasteners,39312.0,13,2142119.0
2427,CA-2016-169922,06/11/2016,MZ-17515,Corporate,Office Supplies,Binders,1344.0,4,-21504.0
2428,CA-2016-169922,06/11/2016,MZ-17515,Corporate,Office Supplies,Binders,8272.0,4,-136488.0
2429,CA-2016-169922,06/11/2016,MZ-17515,Corporate,Furniture,Furnishings,12544.0,7,-90944.0
2430,CA-2017-100748,5/13/2017,RB-19795,Home Office,Office Supplies,Labels,58.48,8,274856.0
2431,CA-2017-129805,12/28/2017,HM-14860,Corporate,Furniture,Furnishings,44293.0,2,3034.0
2432,CA-2014-148586,3/25/2014,AZ-10750,Consumer,Furniture,Chairs,366786.0,7,652064.0
2433,US-2017-112613,5/28/2017,JH-15910,Consumer,Technology,Phones,54368.0,4,-410440.0
2434,CA-2015-154746,11/14/2015,PJ-18835,Corporate,Office Supplies,Envelopes,33.96,2,16.98
2435,CA-2015-154746,11/14/2015,PJ-18835,Corporate,Office Supplies,Appliances,826.11,3,3221829.0
2436,CA-2017-140053,07/03/2017,CA-12265,Consumer,Furniture,Furnishings,545.85,9,1146285.0
2437,CA-2014-164210,11/18/2014,PW-19240,Consumer,Furniture,Tables,145.98,2,-992664.0
2438,CA-2014-164210,11/18/2014,PW-19240,Consumer,Office Supplies,Paper,35808.0,4,1252388.0
2439,CA-2017-139948,7/17/2017,SW-20455,Consumer,Furniture,Furnishings,7904.0,2,-59867.0
2440,CA-2016-146934,5/22/2016,AF-10870,Consumer,Technology,Phones,345.0,5,86.25
2441,CA-2016-146934,5/22/2016,AF-10870,Consumer,Furniture,Tables,174286.0,2,-199184.0
2442,CA-2016-146934,5/22/2016,AF-10870,Consumer,Office Supplies,Appliances,662.84,4,1723384.0
2443,CA-2016-146934,5/22/2016,AF-10870,Consumer,Technology,Accessories,95.1,5,30432.0
2444,CA-2016-146934,5/22/2016,AF-10870,Consumer,Office Supplies,Envelopes,26.88,6,2602324.0
2445,CA-2016-146934,5/22/2016,AF-10870,Consumer,Technology,Phones,257.98,2,748142.0
2446,CA-2015-100573,9/25/2015,AM-10705,Consumer,Office Supplies,Envelopes,17.48,2,93717.0
2447,CA-2016-119165,10/31/2016,BD-11320,Consumer,Furniture,Chairs,492835.0,5,-14081.0
2448,CA-2015-128027,9/14/2015,CM-12385,Consumer,Office Supplies,Storage,269.49,3,729877.0
2449,CA-2016-140207,11/05/2016,CS-12400,Home Office,Office Supplies,Binders,44559.0,5,9828.0
2450,CA-2017-140949,3/17/2017,DB-13405,Consumer,Office Supplies,Labels,18.75,5,9.0
2451,CA-2017-140949,3/17/2017,DB-13405,Consumer,Technology,Phones,119.7,6,31122.0
2452,CA-2017-140949,3/17/2017,DB-13405,Consumer,Office Supplies,Binders,9144.0,3,-379425.0
2453,CA-2017-140949,3/17/2017,DB-13405,Consumer,Technology,Accessories,57.06,3,182592.0
2454,CA-2017-140949,3/17/2017,DB-13405,Consumer,Technology,Accessories,71.6,8,13604.0
2455,CA-2017-140949,3/17/2017,DB-13405,Consumer,Office Supplies,Storage,107.44,8,279344.0
2456,CA-2017-140949,3/17/2017,DB-13405,Consumer,Office Supplies,Labels,7.31,1,897462.0
2457,CA-2017-140949,3/17/2017,DB-13405,Consumer,Office Supplies,Art,59.1,6,22458.0
2458,CA-2017-140949,3/17/2017,DB-13405,Consumer,Office Supplies,Storage,46.53,3,-336417.0
2459,CA-2017-138548,8/15/2017,JG-15160,Consumer,Office Supplies,Appliances,97.84,2,254384.0
2460,CA-2015-142419,07/11/2015,SC-20380,Consumer,Office Supplies,Paper,29.97,3,134865.0
2461,CA-2015-142419,07/11/2015,SC-20380,Consumer,Office Supplies,Binders,98352.0,3,344232.0
2462,CA-2017-148691,12/03/2017,CS-12460,Consumer,Office Supplies,Binders,83.92,5,29372.0
2463,CA-2017-148691,12/03/2017,CS-12460,Consumer,Office Supplies,Binders,14624.0,2,-261391.0
2464,CA-2017-148691,12/03/2017,CS-12460,Consumer,Technology,Phones,136.99,1,369873.0
2465,CA-2017-148691,12/03/2017,CS-12460,Consumer,Office Supplies,Labels,3.15,1,1512.0
2466,CA-2017-128755,05/04/2017,MK-18160,Consumer,Office Supplies,Paper,44509.0,1,-330452.0
2467,CA-2017-128755,05/04/2017,MK-18160,Consumer,Office Supplies,Storage,571.44,4,1657176.0
2468,CA-2017-128755,05/04/2017,MK-18160,Consumer,Office Supplies,Paper,32.4,5,15552.0
2469,CA-2017-128755,05/04/2017,MK-18160,Consumer,Office Supplies,Storage,16.91,1,1372309.0
2470,US-2016-135923,1/22/2016,CM-11935,Consumer,Furniture,Furnishings,14272.0,8,334655.0
2471,US-2016-135923,1/22/2016,CM-11935,Consumer,Furniture,Bookcases,451136.0,4,-676704.0
2472,US-2016-135923,1/22/2016,CM-11935,Consumer,Office Supplies,Appliances,64864.0,4,1082733.0
2473,CA-2016-114972,11/03/2016,PF-19225,Consumer,Furniture,Chairs,217584.0,2,-299178.0
2474,CA-2016-114972,11/03/2016,PF-19225,Consumer,Technology,Accessories,82.95,5,290325.0
2475,CA-2016-114972,11/03/2016,PF-19225,Consumer,Office Supplies,Labels,87.71,7,412237.0
2476,CA-2016-114972,11/03/2016,PF-19225,Consumer,Office Supplies,Appliances,1101.48,4,4295772.0
2477,CA-2017-102750,09/04/2017,GM-14695,Corporate,Furniture,Tables,1322352.0,3,-991764.0
2478,CA-2014-145212,9/13/2014,DC-12850,Consumer,Office Supplies,Art,5.46,3,1038021.0
2479,CA-2017-141992,6/19/2017,FO-14305,Consumer,Office Supplies,Supplies,11184.0,1,8388.0
2480,CA-2017-141992,6/19/2017,FO-14305,Consumer,Office Supplies,Storage,153584.0,2,-326366.0
2481,CA-2017-147956,12/24/2017,AH-10210,Consumer,Office Supplies,Storage,1003.62,6,0.0
2482,CA-2017-126067,8/28/2017,KN-16705,Home Office,Technology,Phones,35168.0,4,875428.0
2483,CA-2017-126067,8/28/2017,KN-16705,Home Office,Furniture,Tables,1137.75,5,250305.0
2484,CA-2017-126067,8/28/2017,KN-16705,Home Office,Office Supplies,Binders,99.68,5,32396.0
2485,CA-2017-126067,8/28/2017,KN-16705,Home Office,Office Supplies,Art,5.56,2,933562.0
2486,CA-2015-104514,01/02/2015,CB-12535,Corporate,Office Supplies,Storage,85.52,2,222352.0
2487,CA-2015-104514,01/02/2015,CB-12535,Corporate,Office Supplies,Art,9.84,3,1704985.0
2488,CA-2015-104514,01/02/2015,CB-12535,Corporate,Office Supplies,Paper,44306.0,3,1567867.0
2489,CA-2015-141040,10/09/2015,TB-21250,Consumer,Technology,Phones,631.96,4,3033408.0
2490,CA-2015-141040,10/09/2015,TB-21250,Consumer,Office Supplies,Paper,23.92,4,10764.0
2491,CA-2014-113579,12/13/2014,KD-16345,Consumer,Office Supplies,Paper,90.24,6,415104.0
2492,CA-2014-144624,11/19/2014,JM-15865,Consumer,Technology,Phones,4548.81,7,12281787.0
2493,CA-2016-146206,09/10/2016,KT-16480,Consumer,Furniture,Tables,300.93,5,-34392.0
2494,CA-2016-146206,09/10/2016,KT-16480,Consumer,Technology,Phones,719.96,5,53997.0
2495,CA-2014-136644,6/16/2014,SC-20575,Consumer,Furniture,Chairs,647.84,8,32392.0
2496,CA-2015-122371,9/26/2015,BS-11800,Home Office,Office Supplies,Storage,64.17,3,186093.0
2497,CA-2015-122371,9/26/2015,BS-11800,Home Office,Office Supplies,Envelopes,124.46,2,584962.0
2498,CA-2016-126935,5/19/2016,BT-11395,Corporate,Office Supplies,Binders,9584.0,1,600520.0
2499,US-2017-133781,6/22/2017,DC-12850,Consumer,Office Supplies,Envelopes,37608.0,3,1836410.0
2500,CA-2017-131618,6/17/2017,LS-17200,Corporate,Office Supplies,Paper,12224.0,2,881057.0
2501,CA-2017-131618,6/17/2017,LS-17200,Corporate,Office Supplies,Binders,2304.0,4,-35712.0
2502,CA-2017-131618,6/17/2017,LS-17200,Corporate,Office Supplies,Binders,9.36,4,-16.38
2503,CA-2016-149482,11/14/2016,RR-19315,Consumer,Office Supplies,Labels,7.38,2,1017627.0
2504,CA-2014-143917,7/25/2014,KL-16645,Consumer,Office Supplies,Storage,53.72,4,150416.0
2505,CA-2014-143917,7/25/2014,KL-16645,Consumer,Office Supplies,Supplies,8187.65,5,327506.0
2506,CA-2014-143917,7/25/2014,KL-16645,Consumer,Furniture,Furnishings,77.92,8,342848.0
2507,CA-2015-120397,07/02/2015,RB-19435,Consumer,Office Supplies,Appliances,32784.0,4,-852384.0
2508,CA-2017-163902,03/02/2017,MY-17380,Corporate,Technology,Phones,196776.0,3,147582.0
2509,CA-2017-163902,03/02/2017,MY-17380,Corporate,Technology,Accessories,479.94,6,527934.0
2510,CA-2016-136812,11/18/2016,AW-10930,Home Office,Office Supplies,Storage,1117.92,4,55896.0
2511,CA-2015-102722,4/18/2015,KW-16570,Consumer,Technology,Accessories,106.5,6,41535.0
2512,CA-2017-155089,12/02/2017,DB-12910,Home Office,Office Supplies,Binders,45.66,5,-33484.0
2513,CA-2016-124506,11/11/2016,BB-11545,Corporate,Technology,Accessories,95968.0,4,35065.0
2514,CA-2016-124506,11/11/2016,BB-11545,Corporate,Furniture,Chairs,47992.0,2,-20568.0
2515,CA-2014-106572,09/05/2014,NP-18700,Consumer,Office Supplies,Storage,264.32,2,19824.0
2516,CA-2014-128888,11/15/2014,PB-19105,Consumer,Office Supplies,Envelopes,604656.0,9,2040714.0
2517,CA-2017-123134,05/02/2017,DW-13585,Corporate,Furniture,Furnishings,129.93,3,12993.0
2518,CA-2016-124352,10/15/2016,CD-12790,Home Office,Office Supplies,Labels,20.16,7,2514575.0
2519,CA-2016-124352,10/15/2016,CD-12790,Home Office,Office Supplies,Labels,29.46,6,144354.0
2520,CA-2016-124352,10/15/2016,CD-12790,Home Office,Office Supplies,Appliances,868.59,3,2518911.0
2521,CA-2016-124352,10/15/2016,CD-12790,Home Office,Office Supplies,Paper,12.96,2,112648.0
2522,CA-2016-124352,10/15/2016,CD-12790,Home Office,Technology,Phones,44321.0,1,1375.0
2523,CA-2016-124352,10/15/2016,CD-12790,Home Office,Office Supplies,Binders,121.6,4,55936.0
2524,CA-2015-124541,04/06/2015,TT-21220,Consumer,Office Supplies,Art,42048.0,9,5256.0
2525,CA-2015-124541,04/06/2015,TT-21220,Consumer,Technology,Accessories,25488.0,2,987708.0
2526,CA-2015-124541,04/06/2015,TT-21220,Consumer,Office Supplies,Binders,44445.0,3,-12075.0
2527,CA-2015-124541,04/06/2015,TT-21220,Consumer,Office Supplies,Binders,9648.0,6,-16884.0
2528,CA-2015-124541,04/06/2015,TT-21220,Consumer,Office Supplies,Paper,7968.0,2,2550887.0
2529,CA-2014-108707,10/24/2014,DB-12910,Home Office,Office Supplies,Paper,10368.0,2,1602746.0
2530,CA-2014-111500,8/17/2014,DJ-13510,Corporate,Office Supplies,Paper,114.2,5,52532.0
2531,CA-2014-111500,8/17/2014,DJ-13510,Corporate,Office Supplies,Binders,17.96,4,261728.0
2532,CA-2014-111500,8/17/2014,DJ-13510,Corporate,Office Supplies,Fasteners,12.67,7,1355873.0
2533,CA-2014-111500,8/17/2014,DJ-13510,Corporate,Technology,Accessories,339.96,4,1223856.0
2534,US-2017-117723,8/15/2017,DL-13495,Corporate,Office Supplies,Storage,1801632.0,6,-337806.0
2535,CA-2015-143238,09/06/2015,LO-17170,Corporate,Technology,Accessories,46.32,4,180648.0
2536,CA-2015-168746,1/27/2015,SV-20365,Consumer,Furniture,Chairs,181986.0,2,-545958.0
2537,CA-2015-168746,1/27/2015,SV-20365,Consumer,Technology,Phones,431976.0,4,-1007944.0
2538,CA-2015-168746,1/27/2015,SV-20365,Consumer,Technology,Phones,155.37,1,-36253.0
2539,CA-2015-113404,7/16/2015,EM-13810,Corporate,Furniture,Chairs,1348704.0,6,-2191644.0
2540,CA-2015-113404,7/16/2015,EM-13810,Corporate,Furniture,Chairs,700152.0,3,787671.0
2541,CA-2016-144792,4/30/2016,KD-16615,Corporate,Furniture,Furnishings,111888.0,7,223776.0
2542,CA-2014-164385,9/26/2014,NB-18580,Corporate,Office Supplies,Appliances,143952.0,3,143952.0
2543,US-2016-114174,09/08/2016,AP-10720,Home Office,Furniture,Bookcases,173.94,3,139152.0
2544,US-2016-114174,09/08/2016,AP-10720,Home Office,Office Supplies,Labels,14.76,4,2729246.0
2545,CA-2017-108070,4/16/2017,JE-15745,Consumer,Office Supplies,Storage,205.92,4,-477704.0
2546,CA-2017-108070,4/16/2017,JE-15745,Consumer,Furniture,Bookcases,102833.0,1,-6049.0
2547,US-2015-128090,8/16/2015,JM-15865,Consumer,Office Supplies,Art,2304.0,1,2592.0
2548,US-2015-128090,8/16/2015,JM-15865,Consumer,Technology,Phones,1879.96,5,2114955.0
2549,US-2015-128090,8/16/2015,JM-15865,Consumer,Office Supplies,Paper,313024.0,8,1056456.0
2550,US-2015-128090,8/16/2015,JM-15865,Consumer,Office Supplies,Labels,44291.0,2,1764.0
2551,CA-2017-101042,11/19/2017,AB-10105,Consumer,Furniture,Furnishings,821.88,6,2136888.0
2552,CA-2017-101042,11/19/2017,AB-10105,Consumer,Office Supplies,Binders,21.96,2,2083619.0
2553,CA-2016-155439,9/14/2016,PN-18775,Home Office,Office Supplies,Paper,25.92,4,919287.0
2554,CA-2016-118626,8/15/2016,JC-15775,Consumer,Technology,Phones,705544.0,7,705544.0
2555,CA-2015-111458,9/26/2015,PF-19165,Consumer,Technology,Accessories,50.0,2,12.0
2556,US-2016-126844,10/08/2016,BW-11110,Corporate,Furniture,Furnishings,51712.0,8,-32.32
2557,US-2015-112508,3/24/2015,BP-11185,Corporate,Office Supplies,Appliances,6992.0,2,5244.0
2558,CA-2015-147788,5/31/2015,TM-21010,Consumer,Furniture,Bookcases,1406.86,7,140686.0
2559,CA-2015-147788,5/31/2015,TM-21010,Consumer,Office Supplies,Labels,15.75,5,7.56
2560,CA-2015-147788,5/31/2015,TM-21010,Consumer,Office Supplies,Storage,323.1,2,61389.0
2561,CA-2015-144288,12/25/2015,MB-17305,Consumer,Office Supplies,Labels,9216.0,4,550847.0
2562,CA-2015-144288,12/25/2015,MB-17305,Consumer,Office Supplies,Paper,10368.0,2,1602746.0
2563,CA-2015-110632,3/17/2015,HR-14830,Corporate,Technology,Accessories,44242.0,1,1875918.0
2564,CA-2015-110632,3/17/2015,HR-14830,Corporate,Office Supplies,Storage,33.82,2,-213787.0
2565,CA-2017-109589,12/21/2017,BD-11635,Consumer,Technology,Accessories,71.0,4,27.69
2566,CA-2017-123967,11/01/2017,SF-20200,Consumer,Office Supplies,Binders,44555.0,5,7.85
2567,CA-2017-123967,11/01/2017,SF-20200,Consumer,Furniture,Tables,2665.62,9,2399058.0
2568,CA-2017-148929,09/07/2017,SP-20620,Corporate,Office Supplies,Storage,478.08,8,1338624.0
2569,CA-2017-134404,12/27/2017,DR-12880,Corporate,Technology,Phones,164388.0,2,-356174.0
2570,CA-2017-134404,12/27/2017,DR-12880,Corporate,Office Supplies,Art,13248.0,4,1655341.0
2571,CA-2017-109778,7/16/2017,VM-21685,Home Office,Office Supplies,Art,2912.0,2,0.91
2572,CA-2016-155845,08/12/2016,CM-12235,Consumer,Technology,Accessories,1399944.0,7,524979.0
2573,CA-2017-145128,07/09/2017,SM-20320,Home Office,Furniture,Furnishings,526.45,5,31587.0
2574,CA-2014-129091,11/22/2014,RA-19885,Corporate,Office Supplies,Envelopes,16.23,3,2785887.0
2575,CA-2014-129091,11/22/2014,RA-19885,Corporate,Office Supplies,Binders,319.9,5,156751.0
2576,CA-2014-129091,11/22/2014,RA-19885,Corporate,Office Supplies,Envelopes,11.36,2,545065.0
2577,CA-2014-129091,11/22/2014,RA-19885,Corporate,Office Supplies,Appliances,675.12,3,2903016.0
2578,US-2014-155502,1/26/2014,SD-20485,Home Office,Furniture,Furnishings,62.82,3,307818.0
2579,US-2014-155502,1/26/2014,SD-20485,Home Office,Office Supplies,Storage,489.92,8,0.0
2580,US-2014-155502,1/26/2014,SD-20485,Home Office,Office Supplies,Paper,19.44,3,515968.0
2581,US-2014-155502,1/26/2014,SD-20485,Home Office,Office Supplies,Paper,16.68,2,8.34
2582,US-2014-155502,1/26/2014,SD-20485,Home Office,Technology,Phones,155.35,13,0.0
2583,US-2014-155502,1/26/2014,SD-20485,Home Office,Furniture,Furnishings,12.42,3,1027154.0
2584,US-2014-155502,1/26/2014,SD-20485,Home Office,Technology,Phones,187.98,2,526344.0
2585,CA-2015-121041,11/03/2015,CS-12250,Corporate,Office Supplies,Envelopes,6608.0,2,-154830.0
2586,CA-2017-131695,6/30/2017,RA-19285,Consumer,Office Supplies,Storage,248.57,7,671139.0
2587,CA-2017-131695,6/30/2017,RA-19285,Consumer,Furniture,Furnishings,22.23,1,2159559.0
2588,CA-2016-137729,05/05/2016,BF-11005,Home Office,Office Supplies,Storage,5.98,1,-633328.0
2589,CA-2016-137729,05/05/2016,BF-11005,Home Office,Technology,Phones,246168.0,3,215397.0
2590,US-2016-115455,09/08/2016,SE-20110,Consumer,Furniture,Furnishings,14136.0,2,-77748.0
2591,US-2016-115455,09/08/2016,SE-20110,Consumer,Furniture,Tables,601.47,3,-300735.0
2592,CA-2017-128300,11/24/2017,RS-19765,Corporate,Technology,Phones,79.1,2,39.55
2593,CA-2017-128300,11/24/2017,RS-19765,Corporate,Office Supplies,Binders,327.84,8,1573632.0
2594,CA-2017-149048,5/13/2017,BM-11650,Corporate,Office Supplies,Envelopes,180.96,2,81432.0
2595,CA-2017-149048,5/13/2017,BM-11650,Corporate,Office Supplies,Binders,914.97,3,4117365.0
2596,CA-2017-149048,5/13/2017,BM-11650,Corporate,Technology,Phones,587.97,3,1587519.0
2597,CA-2017-149048,5/13/2017,BM-11650,Corporate,Office Supplies,Storage,530.34,2,954612.0
2598,CA-2017-149048,5/13/2017,BM-11650,Corporate,Office Supplies,Paper,14.94,3,477190.0
2599,CA-2017-108553,4/23/2017,SK-19990,Consumer,Office Supplies,Appliances,121.94,2,353626.0
2600,CA-2017-108553,4/23/2017,SK-19990,Consumer,Office Supplies,Supplies,122.71,7,36813.0
2601,CA-2016-165848,06/04/2016,EN-13780,Consumer,Office Supplies,Paper,14.94,3,-614155.0
2602,CA-2016-165848,06/04/2016,EN-13780,Consumer,Technology,Machines,1349.85,3,3644595.0
2603,CA-2016-165848,06/04/2016,EN-13780,Consumer,Furniture,Bookcases,136784.0,1,-221214.0
2604,CA-2016-165848,06/04/2016,EN-13780,Consumer,Furniture,Furnishings,61.12,4,207808.0
2605,CA-2014-112718,12/16/2014,KN-16450,Corporate,Office Supplies,Binders,1167.0,1,-8558.0
2606,CA-2016-154053,03/04/2016,MG-17890,Home Office,Office Supplies,Art,16.99,1,2692295.0
2607,CA-2014-127446,11/25/2014,MC-17590,Corporate,Technology,Accessories,24672.0,3,0.0
2608,CA-2014-127446,11/25/2014,MC-17590,Corporate,Office Supplies,Labels,2.52,1,882.0
2609,CA-2014-127446,11/25/2014,MC-17590,Corporate,Furniture,Tables,1218735.0,5,-1218735.0
2610,CA-2014-127446,11/25/2014,MC-17590,Corporate,Office Supplies,Labels,5904.0,2,2931438.0
2611,CA-2014-127446,11/25/2014,MC-17590,Corporate,Office Supplies,Paper,15696.0,3,-324213.0
2612,CA-2014-127446,11/25/2014,MC-17590,Corporate,Furniture,Furnishings,6096.0,3,-39624.0
2613,CA-2016-137204,4/28/2016,BO-11350,Corporate,Furniture,Chairs,41568.0,2,2598.0
2614,CA-2014-147298,4/26/2014,AG-10300,Corporate,Furniture,Chairs,230.28,3,23028.0
2615,CA-2014-147298,4/26/2014,AG-10300,Corporate,Office Supplies,Binders,18288.0,6,5715.0
2616,CA-2017-147942,04/01/2017,MS-17365,Consumer,Office Supplies,Labels,5.78,2,1923400.0
2617,CA-2017-147942,04/01/2017,MS-17365,Consumer,Office Supplies,Binders,121.68,13,38025.0
2618,CA-2017-115931,12/22/2017,JM-15655,Corporate,Office Supplies,Art,4.17,3,-386424.0
2619,CA-2017-115931,12/22/2017,JM-15655,Corporate,Technology,Phones,67.04,4,6704.0
2620,CA-2017-115931,12/22/2017,JM-15655,Corporate,Office Supplies,Storage,37.32,3,948446.0
2621,CA-2017-115931,12/22/2017,JM-15655,Corporate,Office Supplies,Labels,18.45,5,1758856.0
2622,CA-2014-164861,12/03/2014,MC-17635,Corporate,Office Supplies,Paper,25.92,4,919287.0
2623,CA-2017-127180,10/22/2017,TA-21385,Home Office,Technology,Phones,182409.0,8,647892.0
2624,CA-2017-127180,10/22/2017,TA-21385,Home Office,Office Supplies,Envelopes,63.9,5,28755.0
2625,CA-2017-127180,10/22/2017,TA-21385,Home Office,Technology,Phones,52.99,1,5299.0
2626,US-2017-165344,11/13/2017,SB-20290,Corporate,Technology,Accessories,60864.0,4,-220360.0
2627,US-2017-165344,11/13/2017,SB-20290,Corporate,Technology,Machines,652995.0,7,-9359595.0
2628,US-2017-165344,11/13/2017,SB-20290,Corporate,Office Supplies,Binders,11.22,10,-7.48
2629,CA-2015-168186,09/10/2015,AB-10150,Consumer,Office Supplies,Paper,14.94,3,-614155.0
2630,US-2017-110604,5/15/2017,JF-15295,Consumer,Furniture,Furnishings,39.96,2,171828.0
2631,US-2017-110604,5/15/2017,JF-15295,Consumer,Furniture,Chairs,42624.0,2,264528.0
2632,US-2017-110604,5/15/2017,JF-15295,Consumer,Furniture,Chairs,220.96,1,24858.0
2633,CA-2015-116750,07/05/2015,BF-10975,Corporate,Furniture,Furnishings,4928.0,2,7392.0
2634,CA-2015-116750,07/05/2015,BF-10975,Corporate,Office Supplies,Binders,7.23,5,-5784.0
2635,CA-2015-162369,8/15/2015,TT-21265,Corporate,Office Supplies,Storage,323.1,2,61389.0
2636,CA-2017-108441,06/12/2017,SB-20170,Consumer,Office Supplies,Paper,44305.0,4,510125.0
2637,CA-2017-108441,06/12/2017,SB-20170,Consumer,Office Supplies,Binders,13128.0,3,279868.0
2638,CA-2017-108441,06/12/2017,SB-20170,Consumer,Office Supplies,Art,64.14,3,166764.0
2639,CA-2017-108441,06/12/2017,SB-20170,Consumer,Furniture,Chairs,858.24,4,143.04
2640,CA-2015-169740,2/20/2015,LM-17065,Consumer,Technology,Accessories,29.99,1,2999.0
2641,CA-2016-124051,12/29/2016,KA-16525,Consumer,Office Supplies,Paper,186048.0,6,674424.0
2642,CA-2016-149111,4/17/2016,BF-11170,Home Office,Technology,Phones,36792.0,1,-185816.0
2643,CA-2016-149111,4/17/2016,BF-11170,Home Office,Furniture,Furnishings,18624.0,8,349326.0
2644,CA-2014-131002,09/07/2014,TB-21400,Consumer,Furniture,Furnishings,57.69,3,236529.0
2645,CA-2014-131002,09/07/2014,TB-21400,Consumer,Office Supplies,Binders,42.81,3,201207.0
2646,CA-2014-131002,09/07/2014,TB-21400,Consumer,Office Supplies,Paper,12.96,2,112648.0
2647,CA-2014-131002,09/07/2014,TB-21400,Consumer,Furniture,Furnishings,821.88,6,2136888.0
2648,CA-2014-131002,09/07/2014,TB-21400,Consumer,Technology,Phones,104.85,3,283095.0
2649,US-2016-146794,9/26/2016,SH-19975,Corporate,Furniture,Bookcases,4249575.0,5,19998.0
2650,CA-2017-112515,9/17/2017,AS-10225,Corporate,Office Supplies,Binders,10776.0,3,1140348.0
2651,CA-2017-112515,9/17/2017,AS-10225,Corporate,Office Supplies,Binders,11784.0,3,298495.0
2652,CA-2017-112515,9/17/2017,AS-10225,Corporate,Office Supplies,Paper,164.88,3,807912.0
2653,CA-2017-112515,9/17/2017,AS-10225,Corporate,Furniture,Bookcases,1292.94,3,775764.0
